,256465,294539,294510,294583,292685,222998,294657
L2P,135,63,35,98,227,110,214
L3P,104,130,94,174,121,56,147
L4P,86,79,62,76,68,58,31
L5ET,54,94,40,123,159,86,98
L5NP,2,1,0,3,0,1,1
L5IT,65,50,24,44,76,45,40
L6P,20,85,34,84,74,53,49
